InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,TotalPrice,InvoiceDate,length_stockcode,length_invoiceno,invoiceno_letter1
538807,M,Manual,4,0.21,17194.0,United Kingdom,0.84,2010-12-14,1,6,5
538807,M,Manual,1,20.0,17194.0,United Kingdom,20.0,2010-12-14,1,6,5
538807,M,Manual,1,5.0,17194.0,United Kingdom,5.0,2010-12-14,1,6,5
538880,DOT,DOTCOM POSTAGE,1,113.45,,United Kingdom,113.45,2010-12-14,3,6,5
538881,DOT,DOTCOM POSTAGE,1,198.17,,United Kingdom,198.17,2010-12-14,3,6,5
538883,DOT,DOTCOM POSTAGE,1,340.72,,United Kingdom,340.72,2010-12-14,3,6,5
538884,DOT,DOTCOM POSTAGE,1,146.85,,United Kingdom,146.85,2010-12-14,3,6,5
C538897,D,Discount,-1,5.76,16422.0,United Kingdom,-5.76,2010-12-15,1,7,C
C538897,D,Discount,-1,42.5,16422.0,United Kingdom,-42.5,2010-12-15,1,7,C
C539003,D,Discount,-1,26.93,14527.0,United Kingdom,-26.93,2010-12-15,1,7,C
539014,M,Manual,48,0.32,17692.0,United Kingdom,15.36,2010-12-15,1,6,5
539056,M,Manual,1,1.45,16725.0,United Kingdom,1.45,2010-12-15,1,6,5
C539063,POST,POSTAGE,-1,12.34,15107.0,United Kingdom,-12.34,2010-12-15,4,7,C
C539073,POST,POSTAGE,-1,3.5,12971.0,United Kingdom,-3.5,2010-12-15,4,7,C
539317,M,Manual,2,3.0,17392.0,United Kingdom,6.0,2010-12-16,1,6,5
539318,POST,POSTAGE,6,40.0,12348.0,Finland,240.0,2010-12-16,4,6,5
539327,POST,POSTAGE,1,18.0,12600.0,Germany,18.0,2010-12-17,4,6,5
539330,POST,POSTAGE,3,40.0,12370.0,Austria,120.0,2010-12-17,4,6,5
539337,C2,CARRIAGE,1,50.0,,EIRE,50.0,2010-12-17,2,6,5
539353,POST,POSTAGE,3,28.0,12782.0,Portugal,84.0,2010-12-17,4,6,5
539391,POST,POSTAGE,2,15.0,12417.0,Belgium,30.0,2010-12-17,4,6,5
539395,POST,POSTAGE,11,18.0,12471.0,Germany,198.0,2010-12-17,4,6,5
539403,POST,POSTAGE,2,18.0,12647.0,Germany,36.0,2010-12-17,4,6,5
539405,POST,POSTAGE,6,18.0,12621.0,Germany,108.0,2010-12-17,4,6,5
539407,POST,POSTAGE,1,18.0,12726.0,France,18.0,2010-12-17,4,6,5
539408,POST,POSTAGE,3,18.0,12720.0,Germany,54.0,2010-12-17,4,6,5
C539409,POST,POSTAGE,-1,18.0,12720.0,Germany,-18.0,2010-12-17,4,7,C
539421,C2,CARRIAGE,1,50.0,14016.0,EIRE,50.0,2010-12-17,2,6,5
539434,DOT,DOTCOM POSTAGE,1,510.79,,United Kingdom,510.79,2010-12-17,3,6,5
539435,POST,POSTAGE,1,18.0,12691.0,France,18.0,2010-12-17,4,6,5
539436,DOT,DOTCOM POSTAGE,1,565.37,,United Kingdom,565.37,2010-12-17,3,6,5
539437,DOT,DOTCOM POSTAGE,1,803.55,,United Kingdom,803.55,2010-12-17,3,6,5
539446,POST,POSTAGE,9,18.0,12705.0,Germany,162.0,2010-12-17,4,6,5
539447,POST,POSTAGE,3,18.0,12395.0,Belgium,54.0,2010-12-17,4,6,5
539451,DOT,DOTCOM POSTAGE,1,662.14,,United Kingdom,662.14,2010-12-17,3,6,5
539453,DOT,DOTCOM POSTAGE,1,603.62,,United Kingdom,603.62,2010-12-17,3,6,5
539457,M,Manual,2,1.0,,United Kingdom,2.0,2010-12-17,1,6,5
539466,POST,POSTAGE,4,18.0,12668.0,Germany,72.0,2010-12-19,4,6,5
539473,C2,CARRIAGE,1,50.0,14911.0,EIRE,50.0,2010-12-19,2,6,5
539491,POST,POSTAGE,1,15.0,14646.0,Netherlands,15.0,2010-12-20,4,6,5
539492,DOT,DOTCOM POSTAGE,1,396.81,,United Kingdom,396.81,2010-12-20,3,6,5
539551,POST,POSTAGE,1,18.0,12721.0,France,18.0,2010-12-20,4,6,5
C539589,D,Discount,-1,13.88,14527.0,United Kingdom,-13.88,2010-12-20,1,7,C
539595,DOT,DOTCOM POSTAGE,1,350.78,,United Kingdom,350.78,2010-12-20,3,6,5
539607,POST,POSTAGE,5,18.0,12681.0,France,90.0,2010-12-20,4,6,5
539631,DOT,DOTCOM POSTAGE,1,250.83,,United Kingdom,250.83,2010-12-20,3,6,5
539636,POST,POSTAGE,6,18.0,12481.0,Germany,108.0,2010-12-20,4,6,5
539651,M,Manual,1,22.0,,United Kingdom,22.0,2010-12-20,1,6,5
539676,POST,POSTAGE,3,15.0,12423.0,Belgium,45.0,2010-12-21,4,6,5
539688,C2,CARRIAGE,1,150.0,12678.0,France,150.0,2010-12-21,2,6,5
539708,DOT,DOTCOM POSTAGE,1,182.37,,United Kingdom,182.37,2010-12-21,3,6,5
C539712,POST,POSTAGE,-1,5.75,15602.0,United Kingdom,-5.75,2010-12-21,4,7,C
539718,DOT,DOTCOM POSTAGE,1,112.37,,United Kingdom,112.37,2010-12-21,3,6,5
539727,POST,POSTAGE,1,18.0,12678.0,France,18.0,2010-12-21,4,6,5
539735,DOT,DOTCOM POSTAGE,1,164.55,,United Kingdom,164.55,2010-12-21,3,6,5
539736,M,Manual,1,2.55,,United Kingdom,2.55,2010-12-21,1,6,5
539736,DOT,DOTCOM POSTAGE,1,337.23,,United Kingdom,337.23,2010-12-21,3,6,5
539737,DOT,DOTCOM POSTAGE,1,514.0,,United Kingdom,514.0,2010-12-21,3,6,5
539738,DOT,DOTCOM POSTAGE,1,549.79,,United Kingdom,549.79,2010-12-21,3,6,5
539739,DOT,DOTCOM POSTAGE,1,324.43,,United Kingdom,324.43,2010-12-21,3,6,5
539740,DOT,DOTCOM POSTAGE,1,311.66,,United Kingdom,311.66,2010-12-21,3,6,5
539741,DOT,DOTCOM POSTAGE,1,128.6,,United Kingdom,128.6,2010-12-21,3,6,5
539742,DOT,DOTCOM POSTAGE,1,114.34,,United Kingdom,114.34,2010-12-21,3,6,5
539743,DOT,DOTCOM POSTAGE,1,103.57,,United Kingdom,103.57,2010-12-21,3,6,5
539744,DOT,DOTCOM POSTAGE,1,189.57,,United Kingdom,189.57,2010-12-21,3,6,5
539745,DOT,DOTCOM POSTAGE,1,152.68,,United Kingdom,152.68,2010-12-21,3,6,5
539746,DOT,DOTCOM POSTAGE,1,50.6,,United Kingdom,50.6,2010-12-21,3,6,5
539747,DOT,DOTCOM POSTAGE,1,50.64,,United Kingdom,50.64,2010-12-21,3,6,5
539748,DOT,DOTCOM POSTAGE,1,29.53,,United Kingdom,29.53,2010-12-21,3,6,5
539752,POST,POSTAGE,3,35.0,12515.0,Italy,105.0,2010-12-21,4,6,5
539840,POST,POSTAGE,3,15.0,12383.0,Belgium,45.0,2010-12-22,4,6,5
539856,M,Manual,1,1298.4,,United Kingdom,1298.4,2010-12-22,1,6,5
539946,POST,POSTAGE,1,18.0,13817.0,Germany,18.0,2010-12-23,4,6,5
539957,POST,POSTAGE,6,18.0,12585.0,Germany,108.0,2010-12-23,4,6,5
539958,DOT,DOTCOM POSTAGE,1,627.47,,United Kingdom,627.47,2010-12-23,3,6,5
539984,C2,CARRIAGE,1,50.0,14911.0,EIRE,50.0,2010-12-23,2,6,5
539988,M,Manual,18,0.2,18116.0,United Kingdom,3.6,2010-12-23,1,6,5
540021,M,Manual,1,1.25,17841.0,United Kingdom,1.25,2011-01-04,1,6,5
540026,DOT,DOTCOM POSTAGE,1,469.7,,United Kingdom,469.7,2011-01-04,3,6,5
540040,POST,POSTAGE,5,40.0,12483.0,Sweden,200.0,2011-01-04,4,6,5
C540057,POST,POSTAGE,-1,40.0,12483.0,Sweden,-40.0,2011-01-04,4,7,C
540073,M,Manual,6,1.65,16814.0,United Kingdom,9.899999999999999,2011-01-04,1,6,5
540116,DOT,DOTCOM POSTAGE,1,2.51,,United Kingdom,2.51,2011-01-05,3,6,5
C540117,AMAZONFEE,AMAZON FEE,-1,16888.02,,United Kingdom,-16888.02,2011-01-05,9,7,C
C540118,AMAZONFEE,AMAZON FEE,-1,16453.71,,United Kingdom,-16453.71,2011-01-05,9,7,C
540154,DOT,DOTCOM POSTAGE,1,192.86,,United Kingdom,192.86,2011-01-05,3,6,5
C540164,C2,CARRIAGE,-1,50.0,14911.0,EIRE,-50.0,2011-01-05,2,7,C
C540171,D,Discount,-1,22.97,14527.0,United Kingdom,-22.97,2011-01-05,1,7,C
540178,POST,POSTAGE,3,18.0,12681.0,France,54.0,2011-01-05,4,6,5
540238,DOT,DOTCOM POSTAGE,1,109.19,,United Kingdom,109.19,2011-01-05,3,6,5
540239,POST,POSTAGE,4,18.0,12682.0,France,72.0,2011-01-05,4,6,5
540242,M,Manual,1,18.95,15046.0,United Kingdom,18.95,2011-01-05,1,6,5
540255,DOT,DOTCOM POSTAGE,1,219.24,,United Kingdom,219.24,2011-01-05,3,6,5
C540266,M,Manual,-1,458.29,,United Kingdom,-458.29,2011-01-06,1,7,C
C540266,POST,POSTAGE,-1,35.09,,United Kingdom,-35.09,2011-01-06,4,7,C
C540271,M,Manual,-1,1126.0,12503.0,Spain,-1126.0,2011-01-06,1,7,C
540278,M,Manual,1,1.65,15719.0,United Kingdom,1.65,2011-01-06,1,6,5
C540307,M,Manual,-2,21.95,15823.0,United Kingdom,-43.9,2011-01-06,1,7,C
540351,POST,POSTAGE,2,18.0,12735.0,France,36.0,2011-01-06,4,6,5
540352,DOT,DOTCOM POSTAGE,1,306.35,,United Kingdom,306.35,2011-01-06,3,6,5
540365,POST,POSTAGE,3,18.0,12413.0,France,54.0,2011-01-06,4,6,5
C540367,POST,POSTAGE,-3,18.0,12413.0,France,-54.0,2011-01-06,4,7,C
540410,POST,POSTAGE,3,18.0,12530.0,Germany,54.0,2011-01-07,4,6,5
540414,POST,POSTAGE,3,18.0,12481.0,Germany,54.0,2011-01-07,4,6,5
540418,DOT,DOTCOM POSTAGE,1,369.95,,United Kingdom,369.95,2011-01-07,3,6,5
540455,POST,POSTAGE,3,18.0,12583.0,France,54.0,2011-01-07,4,6,5
540458,POST,POSTAGE,8,18.0,12501.0,Germany,144.0,2011-01-07,4,6,5
540463,POST,POSTAGE,2,18.0,12489.0,France,36.0,2011-01-07,4,6,5
540468,DOT,DOTCOM POSTAGE,1,278.97,,United Kingdom,278.97,2011-01-07,3,6,5
540469,POST,POSTAGE,4,28.0,12484.0,Spain,112.0,2011-01-07,4,6,5
540480,POST,POSTAGE,4,18.0,12480.0,Germany,72.0,2011-01-07,4,6,5
540519,POST,POSTAGE,2,28.0,12793.0,Portugal,56.0,2011-01-09,4,6,5
540546,POST,POSTAGE,3,28.0,12766.0,Portugal,84.0,2011-01-09,4,6,5
540547,C2,CARRIAGE,1,50.0,14911.0,EIRE,50.0,2011-01-09,2,6,5
540551,DOT,DOTCOM POSTAGE,1,557.0,,United Kingdom,557.0,2011-01-10,3,6,5
540553,POST,POSTAGE,1,18.0,12500.0,Germany,18.0,2011-01-10,4,6,5
540562,POST,POSTAGE,3,18.0,12524.0,Germany,54.0,2011-01-10,4,6,5
540566,M,Manual,1,6.7,17811.0,United Kingdom,6.7,2011-01-10,1,6,5
540642,POST,POSTAGE,7,18.0,12681.0,France,126.0,2011-01-10,4,6,5
540646,DOT,DOTCOM POSTAGE,1,262.73,,United Kingdom,262.73,2011-01-10,3,6,5
540681,DOT,DOTCOM POSTAGE,1,223.35,,United Kingdom,223.35,2011-01-10,3,6,5
540688,POST,POSTAGE,5,18.0,12736.0,France,90.0,2011-01-11,4,6,5
540769,POST,POSTAGE,1,18.0,12601.0,Germany,18.0,2011-01-11,4,6,5
540789,POST,POSTAGE,2,18.0,12643.0,France,36.0,2011-01-11,4,6,5
C540793,POST,POSTAGE,-1,3.0,14295.0,United Kingdom,-3.0,2011-01-11,4,7,C
540801,POST,POSTAGE,6,28.0,12540.0,Spain,168.0,2011-01-11,4,6,5
540821,DOT,DOTCOM POSTAGE,1,394.83,,United Kingdom,394.83,2011-01-11,3,6,5
540824,POST,POSTAGE,2,18.0,12728.0,France,36.0,2011-01-11,4,6,5
540835,POST,POSTAGE,1,18.0,12724.0,France,18.0,2011-01-11,4,6,5
540839,M,Manual,1,12.75,16791.0,United Kingdom,12.75,2011-01-11,1,6,5
C540841,POST,POSTAGE,-1,12.99,15602.0,United Kingdom,-12.99,2011-01-11,4,7,C
540848,DOT,DOTCOM POSTAGE,1,491.93,,United Kingdom,491.93,2011-01-12,3,6,5
540900,POST,POSTAGE,2,18.0,12712.0,Germany,36.0,2011-01-12,4,6,5
C540937,POST,POSTAGE,-1,7.06,14748.0,United Kingdom,-7.06,2011-01-12,4,7,C
540971,POST,POSTAGE,4,15.0,12383.0,Belgium,60.0,2011-01-12,4,6,5
540972,POST,POSTAGE,3,18.0,12437.0,France,54.0,2011-01-12,4,6,5
540976,POST,POSTAGE,7,18.0,12652.0,France,126.0,2011-01-12,4,6,5
540977,DOT,DOTCOM POSTAGE,1,478.1,,United Kingdom,478.1,2011-01-12,3,6,5
540995,DOT,DOTCOM POSTAGE,1,404.49,,United Kingdom,404.49,2011-01-13,3,6,5
541093,POST,POSTAGE,5,18.0,12471.0,Germany,90.0,2011-01-13,4,6,5
541104,DOT,DOTCOM POSTAGE,1,323.98,,United Kingdom,323.98,2011-01-13,3,6,5
541115,POST,POSTAGE,7,28.0,12578.0,Italy,196.0,2011-01-13,4,6,5
541120,POST,POSTAGE,5,18.0,12490.0,France,90.0,2011-01-14,4,6,5
541122,POST,POSTAGE,2,18.0,12708.0,Germany,36.0,2011-01-14,4,6,5
541125,POST,POSTAGE,1,18.0,12474.0,Germany,18.0,2011-01-14,4,6,5
541127,DOT,DOTCOM POSTAGE,1,50.96,,United Kingdom,50.96,2011-01-14,3,6,5
541128,DOT,DOTCOM POSTAGE,1,60.79,,United Kingdom,60.79,2011-01-14,3,6,5
541129,DOT,DOTCOM POSTAGE,1,81.42,,United Kingdom,81.42,2011-01-14,3,6,5
541130,DOT,DOTCOM POSTAGE,1,138.0,,United Kingdom,138.0,2011-01-14,3,6,5
541131,DOT,DOTCOM POSTAGE,1,156.21,,United Kingdom,156.21,2011-01-14,3,6,5
541132,DOT,DOTCOM POSTAGE,1,127.54,,United Kingdom,127.54,2011-01-14,3,6,5
541133,M,Manual,1,2.5,,United Kingdom,2.5,2011-01-14,1,6,5
541133,DOT,DOTCOM POSTAGE,1,120.88,,United Kingdom,120.88,2011-01-14,3,6,5
541138,POST,POSTAGE,6,18.0,12553.0,France,108.0,2011-01-14,4,6,5
541219,DOT,DOTCOM POSTAGE,1,391.32,,United Kingdom,391.32,2011-01-14,3,6,5
541224,POST,POSTAGE,1,18.0,12474.0,Germany,18.0,2011-01-14,4,6,5
541265,M,Manual,2,1.25,17609.0,United Kingdom,2.5,2011-01-16,1,6,5
541269,POST,POSTAGE,8,18.0,12626.0,Germany,144.0,2011-01-17,4,6,5
C541284,M,Manual,-36,0.87,17744.0,United Kingdom,-31.32,2011-01-17,1,7,C
541405,POST,POSTAGE,5,18.0,12683.0,France,90.0,2011-01-17,4,6,5
541421,DOT,DOTCOM POSTAGE,1,449.52,,United Kingdom,449.52,2011-01-17,3,6,5
541422,DOT,DOTCOM POSTAGE,1,295.2,,United Kingdom,295.2,2011-01-17,3,6,5
541423,DOT,DOTCOM POSTAGE,1,235.48,,United Kingdom,235.48,2011-01-17,3,6,5
541424,DOT,DOTCOM POSTAGE,1,301.84,,United Kingdom,301.84,2011-01-17,3,6,5
541430,POST,POSTAGE,18,18.0,12356.0,Portugal,324.0,2011-01-18,4,6,5
541434,C2,CARRIAGE,1,50.0,14911.0,EIRE,50.0,2011-01-18,2,6,5
541480,POST,POSTAGE,1,18.0,12527.0,Germany,18.0,2011-01-18,4,6,5
541485,M,Manual,12,0.2,18118.0,United Kingdom,2.4000000000000004,2011-01-18,1,6,5
541491,POST,POSTAGE,3,28.0,12510.0,Spain,84.0,2011-01-18,4,6,5
541495,DOT,DOTCOM POSTAGE,1,116.71,,United Kingdom,116.71,2011-01-18,3,6,5
541496,DOT,DOTCOM POSTAGE,1,101.0,,United Kingdom,101.0,2011-01-18,3,6,5
541497,DOT,DOTCOM POSTAGE,1,243.21,,United Kingdom,243.21,2011-01-18,3,6,5
541505,BANK CHARGES,Bank Charges,1,15.0,15939.0,United Kingdom,15.0,2011-01-18,12,6,5
541506,DOT,DOTCOM POSTAGE,1,118.33,,United Kingdom,118.33,2011-01-18,3,6,5
541507,DOT,DOTCOM POSTAGE,1,72.33,,United Kingdom,72.33,2011-01-18,3,6,5
541508,DOT,DOTCOM POSTAGE,1,152.92,,United Kingdom,152.92,2011-01-18,3,6,5
