InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,TotalPrice,InvoiceDate,length_stockcode,length_invoiceno,invoiceno_letter1
538036,21690,,34,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538038,21488,,8,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538039,22139,,7,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538041,22145,,30,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538042,21763,,-4,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538043,22833,,-1,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538045,84688,,27,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538046,85008,,-15,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538047,21429,,-70,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538054,85167B,,-24,0.0,,United Kingdom,-0.0,2010-12-09,6,6,5
538055,22454,,-20,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538058,20966,,-150,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538061,21801,,-38,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538074,21743,,-80,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538092,37467,,-177,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538128,21357,,46,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538129,84497,,79,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538130,90042C,,10,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538131,17091A,,84,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538132,84773,,3,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538133,85018C,,3,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538134,20878,,2,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538135,21186,,2,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538136,37509,,2,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538137,62095B,,2,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538138,72814,,2,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538139,84802A,,2,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538140,90002D,,9,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538141,22218,,2,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538142,84247C,,1,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538143,84534B,,1,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538144,90042B,,1,0.0,,United Kingdom,0.0,2010-12-09,6,6,5
538158,20892,,-32,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538159,21324,,-18,0.0,,United Kingdom,-0.0,2010-12-09,5,6,5
538160,20956,,288,0.0,,United Kingdom,0.0,2010-12-09,5,6,5
538173,22353,,-28,0.0,,United Kingdom,-0.0,2010-12-10,5,6,5
538241,21431,,-21,0.0,,United Kingdom,-0.0,2010-12-10,5,6,5
538247,79067,,-145,0.0,,United Kingdom,-0.0,2010-12-10,5,6,5
538249,85084,,25,0.0,,United Kingdom,0.0,2010-12-10,5,6,5
538359,35958,,2,0.0,,United Kingdom,0.0,2010-12-10,5,6,5
538360,35004P,,1,0.0,,United Kingdom,0.0,2010-12-10,6,6,5
538837,85135B,,-40,0.0,,United Kingdom,-0.0,2010-12-14,6,6,5
538861,22444,,460,0.0,,United Kingdom,0.0,2010-12-14,5,6,5
538906,21895,,-5,0.0,,United Kingdom,-0.0,2010-12-15,5,6,5
539413,22959,,12,0.0,,United Kingdom,0.0,2010-12-17,5,6,5
539495,22591,,36,0.0,,United Kingdom,0.0,2010-12-20,5,6,5
539582,71477,,8,0.0,,United Kingdom,0.0,2010-12-20,5,6,5
539583,35400,,1,0.0,,United Kingdom,0.0,2010-12-20,5,6,5
539584,21491,,1,0.0,,United Kingdom,0.0,2010-12-20,5,6,5
539585,21009,,1,0.0,,United Kingdom,0.0,2010-12-20,5,6,5
539638,22139,,1,0.0,,United Kingdom,0.0,2010-12-20,5,6,5
539749,22734,,30,0.0,,United Kingdom,0.0,2010-12-21,5,6,5
539980,35001W,,-36,0.0,,United Kingdom,-0.0,2010-12-23,6,6,5
539994,22830,,-1,0.0,,United Kingdom,-0.0,2011-01-04,5,6,5
539995,85064,,-12,0.0,,United Kingdom,-0.0,2011-01-04,5,6,5
539996,21784,,-10,0.0,,United Kingdom,-0.0,2011-01-04,5,6,5
539997,84689,,5,0.0,,United Kingdom,0.0,2011-01-04,5,6,5
539998,84675,,2,0.0,,United Kingdom,0.0,2011-01-04,5,6,5
539999,20892,,-1,0.0,,United Kingdom,-0.0,2011-01-04,5,6,5
540000,84499,,-9,0.0,,United Kingdom,-0.0,2011-01-04,5,6,5
540008,85230F,,-48,0.0,,United Kingdom,-0.0,2011-01-04,6,6,5
540009,22158,,-120,0.0,,United Kingdom,-0.0,2011-01-04,5,6,5
540011,22501,,30,0.0,,United Kingdom,0.0,2011-01-04,5,6,5
540018,90112,,2,0.0,,United Kingdom,0.0,2011-01-04,5,6,5
540119,22865,,-60,0.0,,United Kingdom,-0.0,2011-01-05,5,6,5
540241,35957,,-939,0.0,,United Kingdom,-0.0,2011-01-05,5,6,5
540252,22198,,-100,0.0,,United Kingdom,-0.0,2011-01-05,5,6,5
540256,35957,,35,0.0,,United Kingdom,0.0,2011-01-05,5,6,5
540272,90096,,-54,0.0,,United Kingdom,-0.0,2011-01-06,5,6,5
540369,47591D,,-201,0.0,,United Kingdom,-0.0,2011-01-06,6,6,5
540549,21587,,-53,0.0,,United Kingdom,-0.0,2011-01-10,5,6,5
540560,21589,,-14,0.0,,United Kingdom,-0.0,2011-01-10,5,6,5
540637,21275,,-5,0.0,,United Kingdom,-0.0,2011-01-10,5,6,5
540650,85124C,,-8,0.0,,United Kingdom,-0.0,2011-01-10,6,6,5
540676,84534B,,12,0.0,,United Kingdom,0.0,2011-01-10,6,6,5
540677,21667,,1,0.0,,United Kingdom,0.0,2011-01-10,5,6,5
540678,21667,,-1,0.0,,United Kingdom,-0.0,2011-01-10,5,6,5
540679,21667,,-1,0.0,,United Kingdom,-0.0,2011-01-10,5,6,5
540683,84546,,-45,0.0,,United Kingdom,-0.0,2011-01-10,5,6,5
540684,35271S,,-13,0.0,,United Kingdom,-0.0,2011-01-10,6,6,5
540693,82605,,1,0.0,,United Kingdom,0.0,2011-01-11,5,6,5
540694,71477,,1,0.0,,United Kingdom,0.0,2011-01-11,5,6,5
540695,21661,,1,0.0,,United Kingdom,0.0,2011-01-11,5,6,5
540696,84562A,,1,0.0,,United Kingdom,0.0,2011-01-11,6,6,5
540699,POST,,1000,0.0,,United Kingdom,0.0,2011-01-11,4,6,5
540778,84029E,,-50,0.0,,United Kingdom,-0.0,2011-01-11,6,6,5
540982,22323,,1,0.0,,United Kingdom,0.0,2011-01-12,5,6,5
540987,17011A,,-61,0.0,,United Kingdom,-0.0,2011-01-12,6,6,5
541000,21632,,-41,0.0,,United Kingdom,-0.0,2011-01-13,5,6,5
541482,22837,,-35,0.0,,United Kingdom,-0.0,2011-01-18,5,6,5
541487,85118,,-35,0.0,,United Kingdom,-0.0,2011-01-18,5,6,5
541519,21429,,-15,0.0,,United Kingdom,-0.0,2011-01-19,5,6,5
541600,22866,,-64,0.0,,United Kingdom,-0.0,2011-01-19,5,6,5
541601,22632,,-84,0.0,,United Kingdom,-0.0,2011-01-19,5,6,5
541697,21632,,8,0.0,,United Kingdom,0.0,2011-01-20,5,6,5
541702,22451,,-30,0.0,,United Kingdom,-0.0,2011-01-21,5,6,5
541802,20854,,-80,0.0,,United Kingdom,-0.0,2011-01-21,5,6,5
541967,84823,,-3,0.0,,United Kingdom,-0.0,2011-01-24,5,6,5
542156,21348,,8,0.0,,United Kingdom,0.0,2011-01-26,5,6,5
542362,20699,,-16,0.0,,United Kingdom,-0.0,2011-01-27,5,6,5
542363,84823,,1,0.0,,United Kingdom,0.0,2011-01-27,5,6,5
542364,21324,,5,0.0,,United Kingdom,0.0,2011-01-27,5,6,5
542365,21897,,-22,0.0,,United Kingdom,-0.0,2011-01-27,5,6,5
542367,82583,,-30,0.0,,United Kingdom,-0.0,2011-01-27,5,6,5
542368,85188B,,-70,0.0,,United Kingdom,-0.0,2011-01-27,6,6,5
542378,84279B,,192,0.0,,United Kingdom,0.0,2011-01-27,6,6,5
542379,35922,,-30,0.0,,United Kingdom,-0.0,2011-01-27,5,6,5
542380,84917,,-50,0.0,,United Kingdom,-0.0,2011-01-27,5,6,5
542391,84455,,-31,0.0,,United Kingdom,-0.0,2011-01-27,5,6,5
542392,84227,,-2,0.0,,United Kingdom,-0.0,2011-01-27,5,6,5
542394,84452,,65,0.0,,United Kingdom,0.0,2011-01-27,5,6,5
542396,22146,,-4,0.0,,United Kingdom,-0.0,2011-01-27,5,6,5
542414,84967A,,-2,0.0,,United Kingdom,-0.0,2011-01-27,6,6,5
542415,84967B,,-1,0.0,,United Kingdom,-0.0,2011-01-27,6,6,5
542417,84966B,,-11,0.0,,United Kingdom,-0.0,2011-01-27,6,6,5
542418,84966A,,-17,0.0,,United Kingdom,-0.0,2011-01-27,6,6,5
542504,37413,,5568,0.0,,United Kingdom,0.0,2011-01-28,5,6,5
542505,79063D,,2560,0.0,,United Kingdom,0.0,2011-01-28,6,6,5
542507,20798,,5,0.0,,United Kingdom,0.0,2011-01-28,5,6,5
542508,37467,,136,0.0,,United Kingdom,0.0,2011-01-28,5,6,5
542509,85049B,,3,0.0,,United Kingdom,0.0,2011-01-28,6,6,5
542510,21667,,2,0.0,,United Kingdom,0.0,2011-01-28,5,6,5
542512,22830,,2,0.0,,United Kingdom,0.0,2011-01-28,5,6,5
542513,75013B,,2,0.0,,United Kingdom,0.0,2011-01-28,6,6,5
542514,22866,,1,0.0,,United Kingdom,0.0,2011-01-28,5,6,5
542515,35607A,,1,0.0,,United Kingdom,0.0,2011-01-28,6,6,5
542516,71477,,4,0.0,,United Kingdom,0.0,2011-01-28,5,6,5
542518,22184,,-13,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542529,DCGS0055,,-1,0.0,,United Kingdom,-0.0,2011-01-28,8,6,5
542531,DCGS0072,,-1,0.0,,United Kingdom,-0.0,2011-01-28,8,6,5
542532,DCGS0074,,-1,0.0,,United Kingdom,-0.0,2011-01-28,8,6,5
542544,17165D,,-10,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542545,17165D,,9,0.0,,United Kingdom,0.0,2011-01-28,6,6,5
542546,20734,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542547,20864,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542548,20892,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542550,20910,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542551,21282,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542552,21645,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542553,21805,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542554,21836,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542555,21841,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542556,22143,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542557,22765,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542558,35644,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542559,35991,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542560,47579,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542561,84424A,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542562,84499,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542563,84509F,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542564,84526,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542565,84664,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542566,84964B,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542567,84975,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542569,85028L,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542570,85028S,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542571,85031C,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542572,85064,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542573,85110,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542574,85119,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542575,85126,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542576,85179B,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542577,85232B,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542579,90000C,,-1,0.0,,United Kingdom,-0.0,2011-01-28,6,6,5
542580,90095,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542581,90091,,-1,0.0,,United Kingdom,-0.0,2011-01-28,5,6,5
542582,DCGS0057,,-6,0.0,,United Kingdom,-0.0,2011-01-28,8,6,5
542783,21690,,4,0.0,,United Kingdom,0.0,2011-02-01,5,6,5
542784,84795C,,3,0.0,,United Kingdom,0.0,2011-02-01,6,6,5
542879,22242,,-19,0.0,,United Kingdom,-0.0,2011-02-01,5,6,5
542880,22242,,10,0.0,,United Kingdom,0.0,2011-02-01,5,6,5
542882,22162,,-40,0.0,,United Kingdom,-0.0,2011-02-01,5,6,5
542883,21448,,-40,0.0,,United Kingdom,-0.0,2011-02-01,5,6,5
542884,84748,,-52,0.0,,United Kingdom,-0.0,2011-02-01,5,6,5
542885,84465,,-6,0.0,,United Kingdom,-0.0,2011-02-01,5,6,5
542965,35400,,2,0.0,,United Kingdom,0.0,2011-02-02,5,6,5
543014,47591B,,1,0.0,,United Kingdom,0.0,2011-02-02,6,6,5
543034,85049F,,-130,0.0,,United Kingdom,-0.0,2011-02-02,6,6,5
543035,35004C,,-206,0.0,,United Kingdom,-0.0,2011-02-02,6,6,5
543049,79063C,,320,0.0,,United Kingdom,0.0,2011-02-03,6,6,5
543051,79062D,,960,0.0,,United Kingdom,0.0,2011-02-03,6,6,5
543176,22353,,60,0.0,,United Kingdom,0.0,2011-02-04,5,6,5
543194,21355,,-217,0.0,,United Kingdom,-0.0,2011-02-04,5,6,5
543238,22833,,1,0.0,,United Kingdom,0.0,2011-02-04,5,6,5
543254,35645,,18,0.0,,United Kingdom,0.0,2011-02-04,5,6,5
543258,84611B,,1287,0.0,,United Kingdom,0.0,2011-02-04,6,6,5
543261,84613C,,-173,0.0,,United Kingdom,-0.0,2011-02-04,6,6,5
543265,84872A,,-4,0.0,,United Kingdom,-0.0,2011-02-04,6,6,5
543266,82095,,-5,0.0,,United Kingdom,-0.0,2011-02-04,5,6,5
543267,35645,,3,0.0,,United Kingdom,0.0,2011-02-04,5,6,5
543268,84306,,3,0.0,,United Kingdom,0.0,2011-02-04,5,6,5
543269,84638,,-18,0.0,,United Kingdom,-0.0,2011-02-04,5,6,5
543270,84631,,-19,0.0,,United Kingdom,-0.0,2011-02-04,5,6,5
543271,21087,,-6,0.0,,United Kingdom,-0.0,2011-02-04,5,6,5
543308,35969,,-3,0.0,,United Kingdom,-0.0,2011-02-07,5,6,5
543310,35954,,-234,0.0,,United Kingdom,-0.0,2011-02-07,5,6,5
543386,16207B,,4,0.0,,United Kingdom,0.0,2011-02-08,6,6,5
543390,84880,,-5,0.0,,United Kingdom,-0.0,2011-02-08,5,6,5
543453,21429,,1,0.0,,United Kingdom,0.0,2011-02-08,5,6,5
543471,85150,,118,0.0,,United Kingdom,0.0,2011-02-08,5,6,5
543472,22451,,1,0.0,,United Kingdom,0.0,2011-02-08,5,6,5
543473,21661,,1,0.0,,United Kingdom,0.0,2011-02-08,5,6,5
543521,22769,,-6,0.0,,United Kingdom,-0.0,2011-02-09,5,6,5
543545,22627,,-11,0.0,,United Kingdom,-0.0,2011-02-09,5,6,5
543552,22847,,-10,0.0,,United Kingdom,-0.0,2011-02-10,5,6,5
543654,22525,,-57,0.0,,United Kingdom,-0.0,2011-02-11,5,6,5
543655,21717,,-42,0.0,,United Kingdom,-0.0,2011-02-11,5,6,5
543656,84801B,,-44,0.0,,United Kingdom,-0.0,2011-02-11,6,6,5
543781,21655,,19,0.0,,United Kingdom,0.0,2011-02-11,5,6,5
543782,85232B,,6,0.0,,United Kingdom,0.0,2011-02-11,6,6,5
543783,20966,,-41,0.0,,United Kingdom,-0.0,2011-02-11,5,6,5
544046,21785,,-140,0.0,,United Kingdom,-0.0,2011-02-15,5,6,5
544063,22837,,-9,0.0,,United Kingdom,-0.0,2011-02-15,5,6,5
544072,22837,,26,0.0,,United Kingdom,0.0,2011-02-15,5,6,5
544086,21785,,-7,0.0,,United Kingdom,-0.0,2011-02-15,5,6,5
544321,16033,,120,0.0,,United Kingdom,0.0,2011-02-17,5,6,5
544342,22633,,-53,0.0,,United Kingdom,-0.0,2011-02-18,5,6,5
544343,22867,,-99,0.0,,United Kingdom,-0.0,2011-02-18,5,6,5
544344,22865,,51,0.0,,United Kingdom,0.0,2011-02-18,5,6,5
544345,22866,,1,0.0,,United Kingdom,0.0,2011-02-18,5,6,5
544346,22114,,-21,0.0,,United Kingdom,-0.0,2011-02-18,5,6,5
544347,22114,,-4,0.0,,United Kingdom,-0.0,2011-02-18,5,6,5
544348,84029E,,13,0.0,,United Kingdom,0.0,2011-02-18,6,6,5
544396,62094B,,-92,0.0,,United Kingdom,-0.0,2011-02-18,6,6,5
544554,22588,,-41,0.0,,United Kingdom,-0.0,2011-02-21,5,6,5
544579,21651,,-6,0.0,,United Kingdom,-0.0,2011-02-21,5,6,5
544703,22202,,-114,0.0,,United Kingdom,-0.0,2011-02-23,5,6,5
544832,62096A,,-88,0.0,,United Kingdom,-0.0,2011-02-24,6,6,5
544834,90200C,,-33,0.0,,United Kingdom,-0.0,2011-02-24,6,6,5
545127,22024,,-50,0.0,,United Kingdom,-0.0,2011-02-28,5,6,5
545135,22028,,-30,0.0,,United Kingdom,-0.0,2011-02-28,5,6,5
545219,20738,,-36,0.0,,United Kingdom,-0.0,2011-02-28,5,6,5
545402,22862,,-33,0.0,,United Kingdom,-0.0,2011-03-02,5,6,5
545547,85061W,,-391,0.0,,United Kingdom,-0.0,2011-03-03,6,6,5
545548,77101A,,-87,0.0,,United Kingdom,-0.0,2011-03-03,6,6,5
545549,15058B,,-61,0.0,,United Kingdom,-0.0,2011-03-03,6,6,5
545551,15058A,,20,0.0,,United Kingdom,0.0,2011-03-03,6,6,5
545552,22021,,-20,0.0,,United Kingdom,-0.0,2011-03-03,5,6,5
545553,84459B,,16,0.0,,United Kingdom,0.0,2011-03-03,6,6,5
545554,22988,,-70,0.0,,United Kingdom,-0.0,2011-03-03,5,6,5
545560,37464,,-2,0.0,,United Kingdom,-0.0,2011-03-03,5,6,5
545561,37379A,,-9,0.0,,United Kingdom,-0.0,2011-03-03,6,6,5
545562,20689,,-5,0.0,,United Kingdom,-0.0,2011-03-03,5,6,5
545563,20671,,-22,0.0,,United Kingdom,-0.0,2011-03-03,5,6,5
545564,85092,,-9,0.0,,United Kingdom,-0.0,2011-03-03,5,6,5
545565,47563B,,-10,0.0,,United Kingdom,-0.0,2011-03-03,6,6,5
545566,37477D,,-9,0.0,,United Kingdom,-0.0,2011-03-03,6,6,5
545567,37444B,,-3,0.0,,United Kingdom,-0.0,2011-03-03,6,6,5
545598,22080,,-278,0.0,,United Kingdom,-0.0,2011-03-04,5,6,5
545599,22272,,-140,0.0,,United Kingdom,-0.0,2011-03-04,5,6,5
545600,85160A,,-21,0.0,,United Kingdom,-0.0,2011-03-04,6,6,5
545651,21973,,140,0.0,,United Kingdom,0.0,2011-03-04,5,6,5
545666,37468,,67,0.0,,United Kingdom,0.0,2011-03-04,5,6,5
546026,90200C,,4,0.0,,United Kingdom,0.0,2011-03-08,6,6,5
546085,84535A,,144,0.0,,United Kingdom,0.0,2011-03-09,6,6,5
546114,84247K,,47,0.0,,United Kingdom,0.0,2011-03-09,6,6,5
546141,79302M,,73,0.0,,United Kingdom,0.0,2011-03-09,6,6,5
546146,20752,,-40,0.0,,United Kingdom,-0.0,2011-03-09,5,6,5
546150,21503,,-140,0.0,,United Kingdom,-0.0,2011-03-09,5,6,5
546151,21504,,-80,0.0,,United Kingdom,-0.0,2011-03-09,5,6,5
546240,85045,,20,0.0,,United Kingdom,0.0,2011-03-10,5,6,5
546244,21484,,219,0.0,,United Kingdom,0.0,2011-03-10,5,6,5
546307,84029G,,280,0.0,,United Kingdom,0.0,2011-03-10,6,6,5
546308,21555,,232,0.0,,United Kingdom,0.0,2011-03-10,5,6,5
546309,85185B,,180,0.0,,United Kingdom,0.0,2011-03-10,6,6,5
546375,85096,,48,0.0,,United Kingdom,0.0,2011-03-11,5,6,5
546379,72225C,,-82,0.0,,United Kingdom,-0.0,2011-03-11,6,6,5
546551,84563A,,-10,0.0,,United Kingdom,-0.0,2011-03-14,6,6,5
546661,22777,,-25,0.0,,United Kingdom,-0.0,2011-03-15,5,6,5
546666,79321,,72,0.0,,United Kingdom,0.0,2011-03-15,5,6,5
546672,85206A,,-77,0.0,,United Kingdom,-0.0,2011-03-15,6,6,5
546673,23348,,48,0.0,,United Kingdom,0.0,2011-03-15,5,6,5
546756,79067,,-5,0.0,,United Kingdom,-0.0,2011-03-16,5,6,5
547328,22272,,45,0.0,,United Kingdom,0.0,2011-03-22,5,6,5
547329,20681,,-1,0.0,,United Kingdom,-0.0,2011-03-22,5,6,5
547330,21894,,-40,0.0,,United Kingdom,-0.0,2011-03-22,5,6,5
547331,17013D,,-20,0.0,,United Kingdom,-0.0,2011-03-22,6,6,5
547332,21613,,-47,0.0,,United Kingdom,-0.0,2011-03-22,5,6,5
